date, pm25, pm10, o3, no2, so2, co
2018/3/17, 71, , , , , 
2018/3/18, 81, , , , , 
2018/3/19, 64, , , , , 
2018/3/20, 60, , , , , 
2018/3/21, 87, , , , , 
2018/3/22, 63, , , , , 
2018/3/23, 68, , , , , 
2018/3/24, 89, , , , , 
2018/3/25, 71, , , , , 
2018/3/26, 64, , , , , 
2018/3/27, 83, , , , , 
2018/3/28, 88, , , , , 
2018/3/29, 79, , , , , 
2018/3/30, 78, , , , , 
2017/10/14, 79, , , , , 
2017/10/15, 66, , , , , 
2017/10/16, 42, , , , , 
2017/10/17, 35, , , , , 
2017/10/18, 36, , , , , 
2017/10/19, 41, , , , , 
2017/10/20, 49, , , , , 
2017/10/21, 55, , , , , 
2017/10/22, 71, , , , , 
2017/10/23, 56, , , , , 
2017/10/24, 63, , , , , 
2017/10/25, 72, , , , , 
2017/10/26, 68, , , , , 
2017/10/27, 80, , , , , 
2017/10/28, 84, , , , , 
2017/10/29, 55, , , , , 
2017/10/30, 48, , , , , 
2017/10/31, 63, , , , , 
2017/11/1, 85, , , , , 
2017/11/2, 78, , , , , 
2017/11/3, 83, , , , , 
2017/11/4, 75, , , , , 
2017/11/5, 58, , , , , 
2017/11/6, 54, , , , , 
2017/11/7, 70, , , , , 
2017/11/8, 81, , , , , 
2017/11/9, 101, , , , , 
2017/11/10, 83, , , , , 
2017/11/11, 82, , , , , 
2017/11/12, 72, , , , , 
2017/11/13, 67, , , , , 
2017/11/14, 101, , , , , 
2017/11/17, 73, , , , , 
2017/11/18, 69, , , , , 
2017/11/19, 70, , , , , 
2017/11/20, 57, , , , , 
2017/11/21, 83, , , , , 
2017/11/22, 66, , , , , 
2017/11/24, 90, , , , , 
2017/11/25, 88, , , , , 
2017/11/26, 75, , , , , 
2017/11/27, 53, , , , , 
2017/11/28, 72, , , , , 
2017/12/4, 59, , , , , 
2017/12/5, 67, , , , , 
2017/12/6, 55, , , , , 
2017/12/7, 52, , , , , 
2017/12/8, 67, , , , , 
2017/12/9, 68, , , , , 
2017/12/10, 58, , , , , 
2017/12/11, 50, , , , , 
2017/12/12, 55, , , , , 
2017/12/13, 55, , , , , 
2017/12/14, 74, , , , , 
2017/12/15, 75, , , , , 
2017/12/16, 63, , , , , 
2017/12/17, 65, , , , , 
2017/12/20, 82, , , , , 
2017/12/21, 76, , , , , 
2017/12/22, 68, , , , , 
2017/12/23, 66, , , , , 
2017/12/24, 59, , , , , 
2017/12/25, 55, , , , , 
2017/12/26, 36, , , , , 
2017/12/27, 50, , , , , 
2017/12/28, 52, , , , , 
2017/12/29, 66, , , , , 
2017/12/30, 47, , , , , 
2018/1/1, 58, , , , , 
2016/10/9, 63, , , , , 8
2016/10/10, 65, , , , 1, 10
2016/10/11, 66, , , , 1, 10
2016/10/12, 70, , , , 1, 11
2016/10/13, 72, , , , 1, 13
2016/10/14, 66, , , , 2, 12
2016/10/15, 73, , , , 1, 11
2016/10/16, 56, , , , 2, 12
2016/10/17, 66, , , , 2, 10
2016/10/18, 70, , , , 2, 7
2016/10/19, 60, , , , 1, 6
2016/10/20, 59, , , , 1, 6
2016/10/21, 59, , , , 2, 8
2016/10/22, 62, , , , , 
2016/10/25, 76, , , , 1, 7
2016/10/26, 61, , , , 1, 7
2016/10/27, 64, , , , 2, 8
2016/10/28, 75, , , , 5, 15
2016/10/29, 110, , , , 1, 8
2016/10/30, 59, , , , 1, 8
2016/10/31, 64, , , , 1, 10
2016/11/1, 82, , , , 1, 8
2016/11/2, 83, , , , 1, 6
2016/11/3, 76, , , , 5, 5
2016/11/4, 66, , , , 1, 6
2016/11/5, 56, , , , , 5
2016/11/6, 41, , , , , 5
2016/11/7, 35, , , , 1, 6
2016/11/8, 38, , , , , 
2016/7/2, 39, 20, 29, 23, 4, 9
2016/7/3, 56, 21, 34, 20, 4, 8
2016/7/4, 57, 22, 30, 20, 4, 9
2016/7/5, 53, 30, 21, 24, 5, 11
2016/7/6, 69, 28, 31, 18, 5, 9
2016/7/7, 51, 36, 27, 16, 5, 8
2016/7/8, 35, 33, 38, 17, 4, 6
2016/7/9, 34, 26, 37, 14, 3, 4
2016/7/10, 25, 27, 38, 13, 3, 4
2016/7/11, 34, 29, 35, 20, 4, 5
2016/7/12, 41, 30, 36, 26, 7, 8
2016/7/13, 53, 33, 29, 29, 7, 10
2016/7/14, 68, 27, 31, 27, 5, 9
2016/7/15, 61, 29, 40, 30, 8, 11
2016/7/16, 67, 33, 43, 26, 6, 8
2016/7/17, 57, 33, 39, 18, 3, 6
2016/7/18, 41, 27, 32, 19, 4, 7
2016/7/19, 37, 26, 36, 24, 4, 6
2016/7/20, 47, 22, 26, 31, 7, 9
2016/7/21, 55, 27, 31, 21, 7, 6
2016/7/22, 42, 34, 29, 27, 4, 8
2016/7/23, 62, 34, 38, 25, 3, 9
2016/7/24, 57, 29, 40, 18, 2, 7
2016/7/25, 49, 36, 30, 22, 2, 7
2016/7/26, 54, 31, 36, 21, 2, 8
2016/7/27, 47, 32, 32, 20, 2, 7
2016/7/28, 49, 45, 40, 17, 1, 6
2016/7/29, 33, 33, 35, 24, 3, 7
2016/7/30, 45, 23, 38, 21, 2, 8
2016/7/31, 47, , , , , 
2016/8/6, 48, 39, 48, 21, 3, 8
2016/8/7, 49, 28, 37, 15, 1, 8
2016/8/8, 41, 36, 35, 20, 2, 7
2016/8/9, 47, 40, 35, 19, 2, 5
2016/8/10, 43, 36, 36, 22, 3, 6
2016/8/11, 55, 37, 38, 24, 4, 6
2016/8/12, 48, 31, 40, 24, 4, 6
2016/8/13, 46, 31, 51, 18, 1, 5
2016/8/14, 37, 36, 36, 11, 1, 4
2016/8/15, 27, 33, 40, 19, 2, 6
2016/8/16, 36, 36, 35, 24, 2, 7
2016/8/17, 44, 35, 36, 20, 2, 6
2016/8/18, 38, 30, 36, 26, 2, 8
2016/8/19, 50, 29, 38, 27, 4, 8
2016/8/20, 55, , , , , 
2016/8/23, 32, 32, 59, 20, 2, 6
2016/8/24, 38, 37, 85, 29, 2, 6
2016/8/25, 52, 40, 46, 25, 2, 6
2016/8/26, 45, 32, 36, 28, 3, 8
2016/8/27, 58, 43, 26, 25, 2, 7
2016/8/28, 43, 31, 46, 21, 2, 7
2016/8/29, 49, 36, 43, 27, 2, 7
2016/8/30, 59, 31, 43, 31, 6, 10
2016/8/31, 73, 38, 43, 29, 3, 9
2016/9/1, 62, 27, 34, 30, 3, 9
2016/9/2, 68, 28, 46, 27, 2, 9
2016/9/3, 60, 34, 60, 28, 3, 9
2016/9/4, 64, 39, 49, 25, 2, 9
2016/9/5, 50, 34, 37, 27, 1, 8
2016/9/6, 44, 28, 10, 22, 3, 6
2016/9/7, 43, 21, , , , 
2016/4/2, 60, 12, 20, 30, 5, 9
2016/4/3, 47, 16, 37, 28, 2, 8
2016/4/4, 43, 27, 27, 38, 5, 13
2016/4/5, 75, 14, 31, 24, 4, 8
2016/4/6, 42, 33, 29, 28, 6, 11
2016/4/7, 64, 19, 34, 26, 4, 10
2016/4/8, 61, 27, 23, 25, 5, 11
2016/4/9, 59, 19, 24, 24, 7, 11
2016/4/10, 60, 17, 31, 23, 5, 10
2016/4/11, 57, 17, 20, 28, 3, 11
2016/4/12, 50, 15, 17, 30, 6, 13
2016/4/13, 60, 16, 22, 30, 6, 9
2016/4/14, 52, 27, 36, 35, 8, 13
2016/4/15, 82, 31, 39, 28, 5, 13
2016/4/16, 74, 36, 35, 34, 5, 17
2016/4/17, 78, 21, 24, 18, 2, 8
2016/4/18, 44, 24, 22, 21, 5, 11
2016/4/19, 51, 33, 29, 26, 6, 14
2016/4/20, 74, 30, 30, 20, 4, 9
2016/4/21, 48, 33, 26, 21, 4, 6
2016/4/22, 50, 28, 24, 24, 5, 8
2016/4/23, 54, 18, 27, 24, 3, 8
2016/4/24, 54, 13, 28, 14, 1, 5
2016/4/25, 44, 20, 36, 24, 2, 8
2016/4/26, 53, 29, 38, 28, 6, 11
2016/4/27, 74, 22, 32, 27, 4, 9
2016/4/28, 64, 15, 26, 36, 3, 11
2016/4/29, 64, 23, 29, 36, 6, 13
2016/4/30, 79, 14, 3, 24, 5, 9
2016/5/1, 63, 18, 29, 25, 3, 10
2016/5/2, 49, 21, 28, 36, 4, 13
2016/5/3, 76, 14, 28, 27, 3, 9
2016/5/4, 60, 26, 12, 51, 7, 7
2016/5/5, 72, 23, 26, 32, 5, 7
2016/5/6, 52, 26, 26, 30, 5, 8
2016/5/7, 60, 14, 11, 27, 3, 5
2016/5/8, 95, 19, , , , 
2016/5/10, 113, 17, 19, 42, 5, 16
2016/5/11, 40, 25, 34, 36, 5, 12
2016/5/12, 76, 20, 30, 26, 4, 7
2016/5/13, 66, 28, 26, 14, 2, 6
2016/5/14, 40, 23, 24, , 3, 6
2016/5/15, 26, 22, 28, , 2, 4
2016/5/16, 23, 27, 39, , 4, 7
2016/5/17, 40, 27, 23, , 9, 10
2016/5/18, 65, 25, 29, , 4, 7
2016/5/19, 45, 29, 30, , 5, 6
2016/5/20, 43, 28, 24, , 4, 8
2016/5/21, 51, 31, 27, , 3, 6
2016/5/22, 43, 33, 25, , 2, 5
2016/5/23, 30, 29, 28, 12, 3, 5
2016/5/24, 32, 32, 23, , 4, 7
2016/5/25, 45, 12, 20, , 5, 10
2016/5/26, 69, 30, 34, , 5, 9
2016/5/27, 67, 25, 36, , 1, 8
2016/5/28, 48, 26, 32, , 2, 9
2016/5/29, 64, 12, 22, , 1, 8
2016/5/30, 47, 24, 26, , 4, 12
2016/5/31, 72, 29, 32, 34, 4, 10
2016/6/1, 76, 27, 29, 23, 5, 8
2016/6/2, 62, 17, 15, 28, 4, 9
2016/6/3, 73, 18, 17, 31, 4, 9
2016/6/4, 64, 25, 35, 32, 8, 13
2016/6/5, 71, 21, 41, 23, 7, 8
2016/6/6, 59, 22, 17, 38, 6, 12
2016/6/7, 81, 28, 27, 31, 8, 15
2016/6/8, 81, 18, 25, 25, 4, 9
2016/6/9, 50, 22, 37, 21, 4, 8
2016/6/10, 45, 29, 32, 24, 5, 10
2016/6/11, 54, 23, 32, 18, 3, 8
2016/6/12, 38, 23, 32, 16, 3, 8
2016/6/13, 38, 20, 22, 17, 3, 8
2016/6/14, 49, 22, 27, 19, 4, 9
2016/6/15, 50, 27, 30, 15, 3, 7
2016/6/16, 31, 23, 27, 15, 3, 7
2016/6/17, 34, 24, 31, 18, 4, 9
2016/6/18, 43, 32, 31, 21, 4, 10
2016/6/19, 47, 28, 27, 20, 3, 11
2016/6/20, 57, 28, 25, 21, 4, 11
2016/6/21, 59, 26, 33, 22, 5, 9
2016/6/22, 53, 28, 31, 18, 4, 5
2016/6/23, 39, 25, 27, 24, 5, 8
2016/6/24, 57, 18, 21, 24, 4, 9
2016/6/25, 62, 28, 32, 21, 6, 11
2016/6/26, 59, 17, 31, 15, 3, 7
2016/6/27, 40, 21, 35, 13, 3, 5
2016/6/28, 28, 24, 32, 15, 3, 6
2016/6/29, 32, 27, 31, 15, 4, 5
2016/6/30, 28, 29, 28, 15, 4, 6
2016/7/1, 30, 26, 27, 19, 4, 6
2016/1/8, 54, , 26, 29, 6, 6
2016/1/9, 63, , 38, 27, 6, 7
2016/1/10, 58, , 27, 15, 2, 3
2016/1/11, 30, , 24, 22, 4, 5
2016/1/12, 45, , 22, 22, 3, 7
2016/1/13, 46, , 9, 24, 3, 7
2016/1/14, 51, , 29, 25, 6, 5
2016/1/15, 48, , 38, 34, 12, 8
2016/1/16, 76, , 39, 23, 5, 5
2016/1/17, 60, , 36, 22, 7, 4
2016/1/18, 64, , 37, 20, 9, 4
2016/1/19, 61, , 36, 25, 8, 5
2016/1/20, 65, , 21, 27, 5, 5
2016/1/21, 67, , 23, 34, 10, 7
2016/1/22, 79, , 38, 31, 11, 8
2016/1/23, 76, , 42, 23, 7, 6
2016/1/24, 53, , 35, 14, 3, 4
2016/1/25, 33, , 12, 30, 5, 9
2016/1/26, 55, , 41, 33, 10, 10
2016/1/27, 75, , 59, 28, 7, 7
2016/1/28, 75, , 58, 36, 12, 9
2016/1/29, 82, , 30, 34, 12, 10
2016/1/30, 86, , 26, 32, 8, 8
2016/1/31, 74, , 38, 36, 9, 9
2016/2/1, 83, , 65, 36, 8, 9
2016/2/2, 86, , 56, 34, 8, 9
2016/2/3, 84, , 31, 34, 6, 9
2016/2/4, 85, , 32, 32, 9, 8
2016/2/5, 77, , 35, 32, 7, 9
2016/2/6, 67, , 44, 29, 8, 8
2016/2/7, 65, , 40, 17, 3, 5
2016/2/8, 40, , 30, 22, 4, 5
2016/2/9, 48, , 28, 19, 3, 5
2016/2/10, 38, , 28, 22, 7, 7
2016/2/11, 47, , 28, 23, 7, 7
2016/2/12, 50, , 34, 26, 6, 8
2016/2/13, 56, , 33, 27, 5, 10
2016/2/14, 52, , 31, 17, 3, 7
2016/2/15, 36, , 26, 24, 5, 9
2016/2/16, 57, , 33, 18, 3, 6
2016/2/17, 34, , 29, 29, 6, 10
2016/2/18, 60, , 35, 26, 4, 8
2016/2/19, 49, , 36, 26, 4, 8
2016/2/20, 54, , 34, 26, 4, 7
2016/2/21, 58, , 40, 19, 2, 5
2016/2/22, 50, , 32, 28, 4, 8
2016/2/23, 61, , 38, 34, 6, 9
2016/2/24, 66, , 11, 40, 7, 13
2016/2/25, 88, , 27, 30, 4, 9
2016/2/26, 69, , 26, 26, 2, 8
2016/2/27, 67, , 39, 22, 6, 7
2016/2/28, 60, , 37, 24, 4, 8
2016/2/29, 58, , 29, 19, 2, 7
2016/3/1, 48, , 27, 26, 4, 9
2016/3/2, 64, , 31, 25, 4, 9
2016/3/3, 58, , 16, 29, 3, 10
2016/3/4, 71, , 25, 24, 3, 9
2016/3/5, 60, , 28, 24, 2, 8
2016/3/6, 48, , 33, 20, 2, 7
2016/3/7, 43, , 12, 27, 4, 12
2016/3/8, 55, , 34, 29, 6, 14
2016/3/9, 70, , 31, 30, 7, 10
2016/3/10, 71, , 41, 33, 7, 9
2016/3/11, 80, , 42, 32, 4, 9
2016/3/12, 56, , 31, 28, 2, 8
2016/3/13, 54, , 32, 25, 2, 8
2016/3/14, 56, , 28, 46, 6, 13
2016/3/15, 85, , 38, 28, 5, 11
2016/3/16, 60, 26, 28, 27, 4, 10
2016/3/17, 68, 13, 16, 23, 3, 12
2016/3/18, 62, 17, 24, 24, 5, 11
2016/3/19, 67, 19, 29, 20, 2, 9
2016/3/20, 44, 18, 29, 19, 3, 8
2016/3/21, 40, 41, 25, 22, 4, 10
2016/3/22, 51, 33, 25, 20, 6, 10
2016/3/23, 48, 26, 31, 29, 7, 10
2016/3/24, 67, 34, 32, 27, 6, 8
2016/3/25, 54, 32, 38, 16, 2, 5
2016/3/26, 41, 25, 2, 23, 4, 9
2016/3/27, 59, 35, 36, 17, 2, 6
2016/3/28, 53, 22, 29, 30, 3, 9
2016/3/29, 69, 28, 28, 39, 6, 11
2016/3/30, 82, 13, 26, 39, 3, 12
2016/3/31, 67, 27, 28, 39, 7, 12
2016/4/1, 83, 13, 18, 30, 2, 11
2015/10/2, 99, 44, 39, 43, 18, 10
2015/10/3, 92, 38, 39, 36, 15, 12
2015/10/4, 76, 36, 41, 25, 8, 7
2015/10/5, 44, 29, 47, 22, 4, 10
2015/10/6, 36, 39, 40, 32, 5, 7
2015/10/7, 62, 38, 37, 30, 5, 8
2015/10/8, 50, 43, 49, 32, 5, 8
2015/10/9, 61, 38, 43, 27, 5, 9
2015/10/10, 75, 22, 37, 27, 3, 9
2015/10/11, 65, 56, 35, 28, 3, 10
2015/10/12, 66, 27, 36, 28, 4, 10
2015/10/13, 66, 21, 28, 28, 3, 7
2015/10/14, 62, 15, 23, 41, 4, 10
2015/10/15, 69, 23, 26, 42, 4, 12
2015/10/16, 72, 18, 25, 45, 4, 14
2015/10/17, 79, 23, 35, 29, 3, 10
2015/10/18, 46, 20, 34, 30, 3, 11
2015/10/19, 63, 24, 42, 24, 3, 9
2015/10/20, 43, 36, 31, 29, 3, 7
2015/10/21, 53, 40, 39, 26, 3, 6
2015/10/22, 50, 37, 46, 33, 3, 8
2015/10/23, 87, 40, 46, 37, 3, 8
2015/10/24, 84, 34, 46, 27, 2, 7
2015/10/25, 55, 17, 33, 30, 2, 8
2015/10/26, 53, 36, 46, 37, 3, 10
2015/10/27, 66, 38, 47, 37, 3, 9
2015/10/28, 55, 36, 42, 36, 3, 9
2015/10/29, 51, 26, 39, 37, 4, 9
2015/10/30, 60, 32, 39, 51, 5, 12
2015/10/31, 80, 20, 31, 42, 4, 8
2015/11/1, 67, 17, 36, 19, 2, 5
2015/11/2, 55, 28, 35, 25, 4, 5
2015/11/3, 78, 34, 45, 24, 3, 6
2015/11/4, 75, 39, 29, 38, 5, 10
2015/11/5, 82, , , , , 
2015/11/11, 65, 30, 39, 30, 6, 8
2015/11/12, 55, 33, 45, 36, 7, 10
2015/11/13, 73, 33, 43, 33, 5, 10
2015/11/14, 63, 34, 36, 24, 4, 7
2015/11/15, 44, 23, 33, 22, 3, 7
2015/11/16, 42, 29, 37, 30, 6, 9
2015/11/17, 57, 28, 21, 45, 11, 12
2015/11/18, 78, 24, 27, 46, 18, 12
2015/11/19, 81, 18, 32, 27, 7, 7
2015/11/20, 64, 24, 33, 25, 4, 7
2015/11/21, 59, 25, 29, 31, 6, 9
2015/11/22, 62, 37, 28, 32, 17, 8
2015/11/23, 74, 32, 19, 40, 10, 12
2015/11/24, 93, , , , , 
2015/7/2, 39, 31, 24, 16, 1, 5
2015/7/3, 31, 36, 37, 18, 2, 5
2015/7/4, 41, 41, 30, 20, 2, 6
2015/7/5, 37, 28, 35, 19, 2, 6
2015/7/6, 37, 27, 34, 25, 3, 6
2015/7/7, 61, 26, 30, 20, 1, 5
2015/7/8, 54, 31, 28, 20, 2, 7
2015/7/9, 47, 39, 28, 22, 4, 8
2015/7/10, 48, 37, 23, 22, 7, 10
2015/7/11, 54, 28, 23, 18, 4, 7
2015/7/12, 37, 18, 30, 17, 3, 8
2015/7/13, 47, 35, 37, 24, 5, 8
2015/7/14, 53, 36, 21, 32, 7, 9
2015/7/15, 63, 47, 24, 26, 8, 9
2015/7/16, 64, 32, 3, 30, 12, 10
2015/7/17, 89, 37, 37, 21, 3, 5
2015/7/18, 36, 27, 26, 23, 3, 7
2015/7/19, 43, 30, 33, 27, 8, 8
2015/7/20, 65, 26, 26, 29, 7, 8
2015/7/21, 66, 27, 26, 27, 6, 10
2015/7/22, 65, 14, 17, 22, 6, 11
2015/7/23, 53, 20, 26, 21, 5, 10
2015/7/24, 50, 21, 26, 20, 3, 6
2015/7/25, 33, 25, 28, 16, 2, 5
2015/7/26, 28, 22, 34, 13, 2, 4
2015/7/27, 27, 26, 20, 15, 2, 5
2015/7/28, 32, 21, 23, 20, 2, 7
2015/7/29, 50, 24, 26, 23, 4, 7
2015/7/30, 40, 31, 24, 27, 3, 8
2015/7/31, 48, 33, 31, 24, 5, 7
2015/8/1, 41, 36, 31, 18, 3, 6
2015/8/2, 36, 29, 34, 12, 2, 5
2015/8/3, 35, 39, 34, 15, 3, 6
2015/8/4, 37, 32, 28, 16, 4, 6
2015/8/5, 34, 31, 32, 16, 4, 6
2015/8/6, 33, 29, 40, 19, 5, 5
2015/8/7, 38, 42, 32, 21, 3, 4
2015/8/8, 41, 40, 32, 28, 6, 8
2015/8/9, 63, 22, 34, 23, 5, 4
2015/8/10, 62, 32, 38, 21, 3, 4
2015/8/11, 52, 44, 35, 22, 6, 5
2015/8/12, 52, 45, 34, 21, 4, 5
2015/8/13, 45, 38, 41, 19, 3, 5
2015/8/14, 44, 30, 24, 25, 6, 8
2015/8/15, 50, 24, 31, 22, 3, 8
2015/8/16, 50, 24, 37, 12, 1, 5
2015/8/17, 28, 26, 43, 16, 3, 6
2015/8/18, 38, 35, 52, 20, 3, 7
2015/8/19, 39, 36, 42, 18, 4, 6
2015/8/20, 40, 38, 36, 22, 3, 5
2015/8/21, 39, 40, 40, 23, 3, 5
2015/8/22, 47, 45, 42, 27, 4, 6
2015/8/23, 56, 44, 37, 29, 3, 7
2015/8/24, 61, 38, 39, 23, 3, 7
2015/8/25, 65, 32, 30, 33, 7, 9
2015/8/26, 64, 40, 43, 32, 6, 9
2015/8/27, 69, 44, 44, 29, 8, 9
2015/8/28, 83, 45, 34, 27, 5, 8
2015/8/29, 44, 36, 35, 17, 3, 6
2015/8/30, 29, 35, 39, 13, 3, 6
2015/8/31, 31, 31, 36, 16, 3, 5
2015/9/1, 32, 31, 35, 21, 4, 5
2015/9/2, 43, 41, 35, 23, 4, 6
2015/9/3, 39, 46, 44, 18, 3, 5
2015/9/4, 36, 45, 48, 27, 6, 6
2015/9/5, 44, 44, 41, 22, 4, 6
2015/9/6, 41, 28, 39, 23, 4, 7
2015/9/7, 57, 42, 38, 24, 5, 7
2015/9/8, 71, 39, 46, 22, 6, 6
2015/9/9, 46, 58, 43, 28, 7, 8
2015/9/10, 69, 36, 80, 30, 4, 10
2015/9/11, 51, 50, 77, 32, 4, 5
2015/9/12, 52, 56, 74, 27, 3, 4
2015/9/13, 44, 47, 98, 16, 3, 3
2015/9/14, 44, 52, 117, 24, 4, 5
2015/9/15, 56, 55, 84, 27, 6, 7
2015/9/16, 78, 51, 48, 24, 4, 8
2015/9/17, 53, 48, 53, 30, 6, 11
2015/9/18, 92, 41, 40, 31, 8, 12
2015/9/19, 89, 47, 31, 29, 6, 10
2015/9/20, 53, 44, 46, 20, 3, 8
2015/9/21, 46, 43, 48, 25, 4, 8
2015/9/22, 52, 30, 45, 25, 4, 6
2015/9/23, 50, 37, 35, 25, 6, 7
2015/9/24, 51, 43, 44, 25, 4, 6
2015/9/25, 48, 43, 45, 28, 4, 7
2015/9/26, 47, 42, 43, 22, 4, 6
2015/9/27, 48, 35, 43, 18, 4, 6
2015/9/28, 45, 44, 52, 25, 4, 8
2015/9/29, 57, 45, 62, 28, 5, 8
2015/9/30, 71, 41, 37, 38, 6, 5
2015/10/1, 87, 41, 25, 44, 7, 8
2015/4/2, 71, , 33, 28, 5, 9
2015/4/3, 57, , 35, 24, 5, 9
2015/4/4, 50, , 33, 22, 5, 9
2015/4/5, 55, , 27, 19, 2, 8
2015/4/6, 46, , 34, 27, 7, 13
2015/4/7, 61, , 27, 22, 4, 9
2015/4/8, 38, , 38, 26, 3, 7
2015/4/9, 52, , 36, 24, 5, 9
2015/4/10, 57, , 41, 23, 4, 8
2015/4/11, 43, , 41, 23, 4, 8
2015/4/12, 39, , 36, 15, 3, 6
2015/4/13, 32, , 39, 22, 5, 8
2015/4/14, 55, , 25, 26, 4, 10
2015/4/15, 59, , 35, 32, 8, 11
2015/4/16, 67, , 32, 36, 7, 11
2015/4/17, 60, , 22, 50, 10, 15
2015/4/18, 92, , 45, 36, 9, 10
2015/4/19, 63, , 31, 34, 6, 12
2015/4/20, 66, , 33, 40, 8, 14
2015/4/21, 81, , 28, 33, 5, 13
2015/4/22, 61, , 31, 26, 6, 11
2015/4/23, 54, , 32, 25, 6, 12
2015/4/24, 52, , 24, 22, 6, 8
2015/4/25, 50, , 29, 21, 3, 7
2015/4/26, 48, , 29, 16, 3, 7
2015/4/27, 32, , 23, 17, 2, 5
2015/4/28, 35, , 27, 23, 6, 8
2015/4/29, 48, , 30, 24, 4, 7
2015/4/30, 42, , 42, 31, 11, 9
2015/5/1, 59, , , , , 
2015/5/5, 75, , 30, 35, 7, 12
2015/5/6, 61, , 33, 25, 4, 8
2015/5/7, 50, , 28, 20, 2, 5
2015/5/8, 35, , 30, 21, 2, 7
2015/5/9, 41, , 25, 17, 1, 6
2015/5/10, 30, , 22, 13, 1, 5
2015/5/11, 25, , 28, 18, 2, 5
2015/5/12, 31, , 23, 22, 8, 7
2015/5/13, 39, , 26, 23, 4, 6
2015/5/14, 40, , 20, 24, 3, 8
2015/5/15, 45, , 26, 31, 4, 12
2015/5/16, 64, , 27, 29, 4, 11
2015/5/17, 67, , 29, 27, 8, 11
2015/5/18, 68, , 20, 20, 6, 8
2015/5/19, 46, , 31, 17, 3, 5
2015/5/20, 45, , 29, 24, 5, 9
2015/5/21, 58, , 24, 24, 6, 8
2015/5/22, 55, , 31, 28, 10, 13
2015/5/23, 78, , 28, 25, 6, 12
2015/5/24, 57, , 37, 20, 4, 9
2015/5/25, 45, , 17, 32, 5, 12
2015/5/26, 76, , 29, 29, 8, 11
2015/5/27, 61, , 31, 25, 5, 7
2015/5/28, 56, , 19, 28, 5, 8
2015/5/29, 59, , 24, 29, 4, 8
2015/5/30, 70, , 34, 29, 7, 9
2015/5/31, 61, , 25, 21, 5, 9
2015/6/1, 49, , 24, 19, 5, 7
2015/6/2, 32, , 31, 19, 4, 6
2015/6/3, 30, , 31, 19, 4, 7
2015/6/4, 37, , 30, 19, 2, 5
2015/6/5, 29, , 31, 28, 5, 10
2015/6/6, 48, , 36, 23, 3, 7
2015/6/7, 43, , 37, 15, 2, 5
2015/6/8, 41, , 26, 21, 3, 6
2015/6/9, 49, , 27, 28, 5, 8
2015/6/10, 63, , 27, 23, 3, 9
2015/6/11, 62, , 26, 20, 5, 9
2015/6/12, 50, , 26, 19, 4, 8
2015/6/13, 38, , 27, 20, 3, 8
2015/6/14, 42, , 35, 16, 4, 7
2015/6/15, 42, , 30, 17, 4, 7
2015/6/16, 39, , 27, 18, 4, 9
2015/6/17, 36, , 27, 19, 4, 8
2015/6/18, 30, , 25, 15, 4, 6
2015/6/19, 25, , 35, 17, 2, 3
2015/6/20, 41, , , 22, 2, 3
2015/6/21, 42, , , , 3, 2
2015/6/22, 26, , 24, 46, 3, 3
2015/6/23, 20, , 27, 23, 4, 4
2015/6/24, 28, , 30, 13, 1, 4
2015/6/25, 21, , 32, 13, 1, 4
2015/6/26, 20, , 30, 15, 2, 5
2015/6/27, 28, , 40, 12, 1, 4
2015/6/28, 24, , 34, 10, 2, 4
2015/6/29, 23, , 28, 12, 2, 5
2015/6/30, 31, , 33, 19, 3, 6
2015/7/1, 40, 40, 30, 17, 6, 6
2015/1/2, 134, , 26, 17, 6, 5
2015/1/3, 37, , 28, 13, 3, 4
2015/1/4, 36, , 28, 13, 6, 4
2015/1/5, 31, , 31, 19, 7, 6
2015/1/6, 46, , 32, 19, 3, 6
2015/1/7, 38, , 28, 18, 2, 6
2015/1/8, 34, , 28, 18, 4, 6
2015/1/9, 31, , 25, 20, 6, 6
2015/1/10, 39, , 26, 21, 9, 5
2015/1/11, 37, , 30, 15, 2, 4
2015/1/12, 24, , 25, 21, 6, 6
2015/1/13, 43, , 32, 24, 7, 8
2015/1/14, 59, , 35, 24, 7, 6
2015/1/15, 60, , 30, 27, 7, 7
2015/1/16, 59, , 27, 31, 5, 9
2015/1/17, 63, , 23, 30, 5, 8
2015/1/18, 48, , 17, 25, 4, 7
2015/1/19, 41, , 18, 32, 5, 8
2015/1/20, 58, , 15, 33, 6, 9
2015/1/21, 62, , 22, 26, 4, 8
2015/1/22, 59, , 19, 24, 5, 8
2015/1/23, 51, , 20, 25, 4, 8
2015/1/24, 52, , 22, 29, 5, 9
2015/1/25, 59, , 39, 18, 3, 5
2015/1/26, 47, , 22, 28, 4, 9
2015/1/27, 69, , 23, 21, 3, 8
2015/1/28, 57, , 32, 25, 5, 9
2015/1/29, 54, , 28, 28, 7, 13
2015/1/30, 68, , 29, 26, 6, 10
2015/1/31, 68, , 30, 16, 3, 6
2015/2/1, 44, , 26, 16, 5, 7
2015/2/2, 45, , 26, 18, 4, 7
2015/2/3, 38, , 20, 15, 3, 5
2015/2/4, 30, , 25, 19, 4, 7
2015/2/5, 42, , 34, 17, 4, 4
2015/2/6, 34, , 33, 27, 7, 11
2015/2/7, 61, , 22, 35, 4, 41
2015/2/8, 56, , 23, 19, 2, 18
